"","plot","latitude","longitude","area","subsamples","area_m2","Last_fire_y_ago","collection_date","biome","nativeness","warning","delta15N","N_conc_g_kg","P_conc_mg_kg","abund","richness","mold_Eurotiales_Abundance","mold_Mortierellales_Abundance","mold_Mucorales_Abundance","mold_Trichoderma_Abundance","mold_Umbelopsidales_Abundance","lat","lon","sample_name","study_id","raster_value","adiv_richness_new","adiv_chao1_new","adiv_shannon_new","subtype","value"
"413","G3506",36.78,11.98,"Italy:Pantelleria:Zighidi",40,"2500","40","2013-11-22","shrubland: temperate shrubland biome","","","unknown","2.664517511","3.080373832",5228,876,3.672532517,0.822494262,0.133894415,0.306044376,0.382555471,36.78,11.98,"G3506","G",27615,496,888.1875,5.40258727626067,"shrubland",5.40258727626067
"414","G3517",46.9,8.45,"Switzerland:Oberrickenbach",40,"2500","100","2014-05-20","grassland: montane grassland biome","","","-1.066991267","5.952651271","7.898691774",9686,2027,0.030972538,2.601693165,0.103241792,0.010324179,0,46.9,8.45,"G3517","G",29879,756,1426.88732394366,5.96667508894663,"grassland",5.96667508894663
"415","G3529",58.34,24.29,"Estonia:Lindi",40,"20000","100","2014-07-25","forest: temperate broadleaf forest biome","","","5.397059741","11.90297593","150.7616735",3705,894,0.350877193,6.990553306,0.377867746,0.08097166,0,58.34,24.29,"G3529","G",27886,509,775.330434782609,5.34899335456381,"broadleaf",5.34899335456381
"416","G3533",18.51,98.44,"Thailand:Doi Inthanon SW",40,"2500","2","2014-08-09","forest: tropical broadleaf forest biome","","","2.125224891","2.354800125","5.587797864",7627,667,0,1.140684411,0.039333945,0,0,18.51,98.44,"G3533","G",24507,272,492.717391304348,4.01905611647247,"broadleaf",4.01905611647247
"417","G3534",19.5,97.97,"Thailand:Crystal Cave",40,"2500","5","2014-08-10","forest: tropical broadleaf forest biome","","","4.313716757","2.740442977","0.535806285",4799,891,4.10502188,0.562617212,0.145863722,0.812669306,2.125442801,19.5,97.97,"G3534","G",26170,510,841.117021276596,5.42488114410614,"broadleaf",5.42488114410614
"418","G3535",19.41,98.86,"Thailand:Chiang Dao NP",40,"2500","10","2014-08-11","forest: tropical broadleaf forest biome","","","2.658123411","2.906924844","49.69660221",5982,981,2.006018054,0.300902708,0.083584086,1.487796724,0.250752257,19.41,98.86,"G3535","G",27888,473,818.917647058824,5.17446153597561,"broadleaf",5.17446153597561
"419","G3537",20.08,99.16,"Thailand:Huamereng",40,"2500","100","2014-08-12","forest: tropical broadleaf forest biome","","","3.006195816","4.244735666","0.583195266",2577,639,0.116414435,2.444703143,0.349243306,0.038804812,0.077609624,20.08,99.16,"G3537","G",27517,444,633,5.21151407161693,"broadleaf",5.21151407161693
"420","G3540",18.83,98.89,"Thailand:Doi Suthep summit",40,"2500","100","2014-08-13","forest: tropical coniferous forest biome","","","1.217125711","10.60325833","7.88378882",5136,960,0.603582555,2.239096573,0,0,0,18.83,98.89,"G3540","G",26257,468,829.494505494506,4.82834774533166,"coniferous",4.82834774533166
"421","G3541",59.4,24.29,"Estonia:Keila-Joa",40,"2500","100","2014-08-15","forest: temperate broadleaf forest biome","","","0.714398321","3.640852096","146.309293",3667,651,0.490864467,2.836105809,0.163621489,0.081810744,0.027270248,59.4,24.29,"G3541","G",29554,381,576.192307692308,4.81244122107332,"broadleaf",4.81244122107332
"422","G3546",59.44,27.19,"Estonia:Saka",40,"2500","100","2014-08-16","woodland: woodland: temperate woodland biome","","","3.71109953","5.261870952","124.3606567",2724,663,0.77092511,6.204111601,0.110132159,0.183553598,0,59.44,27.19,"G3546","G",27615,423,596.066666666667,4.74002617522198,"forest",4.74002617522198
"423","G3547",58.28,27.32,"Estonia:Järvselja q226",40,"2500","100","2014-08-23","forest: temperate coniferous forest biome","","","0.266613185","8.005627208","21.95622335",3546,956,0.507614213,7.755217146,0.084602369,0.76142132,0.987027637,58.28,27.32,"G3547","G",28736,592,910.36690647482,5.57095572200162,"coniferous",5.57095572200162
"424","G3550",58.41,26.6,"Estonia:Kardla",40,"2500","100","2014-08-30","forest: temperate broadleaf forest biome","","","-0.137710261","5.010683558","18.82493456",2783,821,3.23392023,7.54581387,1.185770751,0.646784046,0.179662235,58.41,26.6,"G3550","G",28310,545,730.583941605839,5.62067894780111,"broadleaf",5.62067894780111
"425","G3552",58.33,26.66,"Estonia:Lemmatsi",40,"2500","100","2014-08-31","forest: temperate broadleaf forest biome","","","3.106798658","2.633336023","94.18996419",8542,1100,0.386326387,3.242800281,0,0.105361742,0.093654882,58.33,26.66,"G3552","G",25918,487,895.423529411765,5.05173758147821,"broadleaf",5.05173758147821
"426","G3556",58.04,26.57,"Estonia:Pilkuse",40,"2500","100","2014-09-12","forest: temperate broadleaf forest biome","","","1.228866679","2.812353819","9.868989547",2231,805,0.537875392,10.1748095,0.224114747,1.120573734,0,58.04,26.57,"G3556","G",28566,581,826.492537313433,5.54434073819595,"broadleaf",5.54434073819595
"427","G3557",58.05,26.54,"Estonia:Pilkuse",40,"2500","100","2014-09-12","forest: temperate broadleaf forest biome","","","1.004482224","3.591738733","20.34253521",3071,817,2.507326604,7.359166395,0.097688049,0.423314881,0.065125366,58.05,26.54,"G3557","G",22991,525,738.185840707965,5.54631015642708,"broadleaf",5.54631015642708
"428","G3558",58.06,26.96,"Estonia:Aarna",40,"2500","100","2014-09-12","forest: temperate broadleaf forest biome","","","4.466830424","4.082898256","74.9729148",3270,561,0.336391437,4.709480122,0.214067278,0.152905199,0.03058104,58.06,26.96,"G3558","G",27891,340,493.123456790123,4.40091179152182,"broadleaf",4.40091179152182
"429","G3563",58.34,26.65,"Estonia:Räni",40,"1250","100","2014-09-20","forest: temperate broadleaf forest biome","","","6.934400075","8.687462571","217.286087",2031,426,0.098473658,1.329394387,0,0.098473658,0.049236829,58.34,26.65,"G3563","G",27332,333,452.013157894737,4.39372941468639,"broadleaf",4.39372941468639
"430","G3564",58.31,26.59,"Estonia:Nõgiaru",40,"2500","100","2014-09-20","forest: temperate broadleaf forest biome","","","4.425477976","2.266344216","206.8819804",2977,522,0,2.55290561,0.033590863,0,0,58.31,26.59,"G3564","G",28159,337,526.444444444444,4.64770424824593,"broadleaf",4.64770424824593
"431","G3564z",58.31,26.59,"Estonia:Nõgiaru",40,"2500","100","2020-07-12","forest: temperate broadleaf forest biome","","","3.932048046","3.129621371","206.8819804",13329,1758,0.202565834,2.760897292,0.037512191,0.120039013,0,58.31,26.59,"G3564z","Gz",28159,482,988.679012345679,4.80216659058106,"broadleaf",4.80216659058106
"432","G3565",58.32,26.55,"Estonia:Nõgiaru",40,"2500","100","2014-09-20","forest: temperate broadleaf forest biome","","","2.62337416","6.215891292","23.88398972",5801,1354,0.430960179,10.44647475,0.017238407,0.430960179,0,58.32,26.55,"G3565","G",26528,639,1089.37704918033,5.67438570220713,"broadleaf",5.67438570220713
"433","G3566",58.36,26.52,"Estonia:Rõhu",40,"2500","100","2014-09-20","forest: temperate broadleaf forest biome","non-native","","5.326194305","1.060309155","168.2522165",2312,665,0.08650519,5.968858131,0.129757785,0.346020761,0.043252595,58.36,26.52,"G3566","G",27373,499,707.544715447154,5.11822988530465,"broadleaf",5.11822988530465
"434","G3568",58.36,26.67,"Estonia:Eerika",40,"2500","100","2014-09-20","grassland: temperate grassland biome","","","3.954835289","1.667416726","68.34033645",5332,1023,0.318829707,14.34733683,0.637659415,0.506376594,0.018754689,58.36,26.67,"G3568","G",28428,526,832.522935779817,5.31558363134443,"grassland",5.31558363134443
"435","G3571",58.58,26.72,"Estonia:Lilu",40,"2500","100","2014-09-21","forest: temperate broadleaf forest biome","","","5.857927573","3.179039033","68.36324521",2890,515,0.034602076,3.633217993,0.034602076,0.034602076,0,58.58,26.72,"G3571","G",27225,354,476.823529411765,4.58953245746619,"broadleaf",4.58953245746619
"436","G3572",58.53,26.73,"Estonia:Saadjärve",40,"2500","100","2014-09-21","forest: temperate coniferous forest biome","","","2.615527875","3.023212322","76.04108108",4473,656,0.178850883,3.644086743,0.178850883,0.290632685,0.044712721,58.53,26.73,"G3572","G",27958,405,706.65625,4.94274549582795,"coniferous",4.94274549582795
"437","G3573",57.18,24.84,"Latvia:Sigulda",40,"2500","100","2014-09-23","forest: temperate broadleaf forest biome","","","0.709370234","2.09676904","4.799971884",3952,950,0.657894737,6.503036437,0.025303644,2.732793522,0.632591093,57.18,24.84,"G3573","G",29381,523,739.640625,5.32301998997744,"broadleaf",5.32301998997744
"438","G3577",57.24,22.64,"Latvia:Skede",40,"2500","100","2014-09-24","forest: temperate broadleaf forest biome","non-native","","0.438323776","2.338101122","2.070137545",2895,630,0.207253886,5.872193437,0,0.829015544,0.483592401,57.24,22.64,"G3577","G",27291,421,566.282608695652,5.24101556881326,"broadleaf",5.24101556881326
"439","G3579",57.29,22.72,"Latvia:Sarcene",40,"2500","100","2014-09-24","forest: temperate broadleaf forest biome","","","4.283493912","1.553594256","62.51283541",4375,697,0.114285714,2.445714286,0.068571429,0.32,0,57.29,22.72,"G3579","G",26715,403,661.148148148148,4.75578037976562,"broadleaf",4.75578037976562
"440","G3581",57.63,22.29,"Latvia:Slitere",40,"2500","100","2014-09-25","forest: temperate broadleaf forest biome","","","0.902307815","2.347600776","2.950356436",7739,1572,0.193823491,10.80242925,0.025843132,0.271352888,0.051686264,57.63,22.29,"G3581","G",29004,613,1111.38461538462,5.46937989328597,"broadleaf",5.46937989328597
"441","G3582",57.63,22.39,"Latvia:Vidale",40,"2500","100","2014-09-25","forest: temperate broadleaf forest biome","","","0.019788701","2.788701075","10.30848943",3112,799,0.16066838,7.101542416,0.064267352,0.192802057,3.213367609,57.63,22.39,"G3582","G",27634,521,717.941176470588,5.62359561732207,"broadleaf",5.62359561732207
"442","G3585",57.44,22.65,"Latvia:Lube",40,"2500","100","2014-09-25","forest: temperate broadleaf forest biome","","","4.322277576","3.196960795","17.98207035",3223,724,0.062053987,9.649394974,0.155134967,0.09308098,0,57.44,22.65,"G3585","G",30063,468,642.561403508772,5.26647522350632,"broadleaf",5.26647522350632
"443","G3589",58.44,23.3,"Estonia:Kübassaare",40,"2500","100","2014-09-27","forest: temperate broadleaf forest biome","","","3.890457263","8.343766127","23.63317757",2235,619,1.118568233,1.029082774,0.178970917,0.044742729,0.805369128,58.44,23.3,"G3589","G",24935,454,585.788990825688,5.26146349283156,"broadleaf",5.26146349283156
"444","G3593",58.53,23.11,"Estonia:Nenu",40,"2500","100","2014-09-27","forest: temperate broadleaf forest biome","","","4.513131205","11.20086511","50.76112704",7153,1189,0.167761778,4.333845939,0.30756326,0.181741926,0.013980148,58.53,23.11,"G3593","G",25052,532,914.762886597938,5.46936409054437,"broadleaf",5.46936409054437
"445","G3594",58.33,22.14,"Estonia:Kuuse",40,"2500","100","2014-09-28","forest: temperate broadleaf forest biome","","","4.519803077","4.63597468","78.51107034",6556,1118,0.457596095,4.103111653,0.411836486,0.167785235,0.015253203,58.33,22.14,"G3594","G",29095,510,861.594059405941,5.01453234394498,"broadleaf",5.01453234394498
"446","G3595",58.24,22.44,"Estonia:Loode tammik",40,"2500","100","2014-09-28","forest: temperate broadleaf forest biome","","","2.954494021","6.47128699","10.69092",3205,655,0.561622465,1.965678627,0.218408736,0.031201248,0.343213729,58.24,22.44,"G3595","G",29937,431,558.641509433962,5.25327644632626,"broadleaf",5.25327644632626
"447","G3597",58.01,22.05,"Estonia:Jämaja",40,"2500","100","2014-09-28","forest: temperate broadleaf forest biome","","","5.107728742","7.875222979","110.022481",9988,1124,0.300360433,2.723267922,0.190228274,0.170204245,0.010012014,58.01,22.05,"G3597","G",27760,435,867.291666666667,4.71356894942299,"broadleaf",4.71356894942299
"448","G3598",58.03,22.09,"Estonia:Kaunispe",40,"2500","100","2014-09-28","forest: temperate broadleaf forest biome","","","3.869151678","8.435190156","7.271166827",2886,771,0.693000693,5.301455301,0.381150381,0.069300069,0.346500347,58.03,22.09,"G3598","G",25808,478,658.470085470085,5.2763446968081,"broadleaf",5.2763446968081
"449","G3600",58.43,22.87,"Estonia:Veeriku",40,"2500","100","2014-09-28","forest: temperate broadleaf forest biome","","","2.735151646","6.322979164","130.2574598",3478,653,0.086256469,1.52386429,0.086256469,0.201265095,0,58.43,22.87,"G3600","G",28666,389,599.652173913043,4.98710411773358,"broadleaf",4.98710411773358
"450","G3602",57.45,26.35,"Latvia:Viresi",40,"625","100","2014-09-29","forest: temperate broadleaf forest biome","","","4.014024997","1.432416249","45.7126",2153,680,0,3.251277288,0.232234092,0.046446818,0,57.45,26.35,"G3602","G",27635,492,659.579365079365,5.14067812506902,"broadleaf",5.14067812506902
"451","G3603",57.61,26.35,"Estonia:Tsirgumäe",40,"2500","100","2014-09-29","forest: temperate broadleaf forest biome","","","4.734822141","6.36147772","141.1847483",3290,891,0.121580547,7.294832827,0.273556231,0.212765957,0,57.61,26.35,"G3603","G",27798,575,854.722222222222,5.59723078416714,"broadleaf",5.59723078416714
"452","G3607",57.95,27.21,"Estonia:Leevi",40,"2500","100","2014-10-12","forest: temperate broadleaf forest biome","","","3.267791554","2.624625919","85.00606719",2449,678,0.163331972,7.635769702,0.204164965,0.081665986,0.285830951,57.95,27.21,"G3607","G",28151,483,698.009174311927,5.27747484851292,"broadleaf",5.27747484851292
"453","G3608",58.44,26.71,"Estonia:Vasula lakeside",40,"1250","100","2014-10-20","forest: temperate coniferous forest biome","","","1.352995289","6.004369895","30.35099649",2367,654,0.506970849,11.23785382,0.126742712,0.126742712,0.506970849,58.44,26.71,"G3608","G",25825,470,633.714285714286,5.23950816164546,"coniferous",5.23950816164546
"454","G3609",58.47,26.73,"Estonia:Vasula manor",40,"2500","100","2014-10-20","forest: temperate broadleaf forest biome","","","2.705117066","8.679801645","172.8621063",3415,1004,0.087847731,6.559297218,0.117130307,0.292825769,0.058565154,58.47,26.73,"G3609","G",28098,579,954.024590163934,5.49666054944929,"broadleaf",5.49666054944929
"455","G4017",11.26,-73.6,"Colombia:Marquetalia",40,"2500","100","2014-11-11","forest: tropical broadleaf forest biome","","","1.561680598","4.452791347","11.08093561",4051,850,7.084670452,2.196988398,0.394964206,1.5304863,0,11.26,-73.6,"G4017","G",19503,516,719.225806451613,5.35575557097043,"broadleaf",5.35575557097043
"456","G4018",11.25,-73.67,"Colombia:Perico Aquao",40,"2500","100","2014-11-11","forest: tropical broadleaf forest biome","","","-0.521789682","3.701726187","7.615855131",6975,798,4.702508961,0.129032258,0.315412186,0.415770609,0.215053763,11.25,-73.67,"G4018","G",26112,366,540.054054054054,4.67403388620298,"broadleaf",4.67403388620298
"457","G4024",11.28,-74.01,"Colombia:Buritaca",40,"2500","3","2014-11-12","woodland: tropical woodland biome","","","3.423071121","4.788007306","19.3376561",4643,1342,2.649149257,1.615334913,0.495369373,2.864527245,0,11.28,-74.01,"G4024","G",28198,670,1118.75,5.76897315012285,"forest",5.76897315012285
"458","G4025",11.23,-73.83,"Colombia:La Aquacateria",40,"2500","100","2014-11-12","forest: tropical broadleaf forest biome","","","1.718023801","6.184397941","37.35004552",10473,2142,3.580635921,1.031223145,0.706578822,1.021674783,0,11.23,-73.83,"G4025","G",25739,765,1629.7265625,5.82587910335172,"broadleaf",5.82587910335172
"459","G4032",34.19,-3.51,"Morocco:Safsatat",40,"2500","100","2014-12-07","shrubland: temperate shrubland biome","","","1.315706548","1.006387985","42.48777555",9427,632,0.880449772,0.053039143,0,0,0,34.19,-3.51,"G4032","G",29580,234,445.692307692308,3.93187423199902,"shrubland",3.93187423199902
"460","G4033",34.19,-3.5,"Morocco:Safsatat",20,"2500","100","2014-12-07","forest: temperate broadleaf forest biome","","","6.011460484","1.55938158","27.19701406",5496,991,1.746724891,0.418486172,0.018195051,0.054585153,0.018195051,34.19,-3.5,"G4033","G",26794,475,765.194174757282,4.99373622223084,"broadleaf",4.99373622223084
"461","G4036",35.22,-2.98,"Morocco:Jbel Gourougou",40,"2500","5","2014-12-08","forest: mediterranean forest biome","","","0.317273314","3.887679584","80.55327434",10644,1130,0.1315295,1.305900038,0.169109357,0.526118001,0.836151823,35.22,-2.98,"G4036","G",28487,382,808.018518518518,4.23894368611843,"forest",4.23894368611843
"462","G4047",35.04,-3.62,"Morocco:Amezzaorou",40,"2500","100","2014-12-08","forest: temperate broadleaf forest biome","","","3.482126092","4.727496992","23.48158004",4138,950,1.014983084,0.99081682,0.120831319,0.072498792,0.193330111,35.04,-3.62,"G4047","G",28128,483,751.903846153846,4.87083898068896,"broadleaf",4.87083898068896
"463","G4048",35.18,-4.14,"Morocco:Al-Hoceima",40,"2500","12","2014-12-09","forest: mediterranean forest biome","","","4.041628615","6.032328942","48.57446498",5813,1141,10.18407019,1.427834165,0.051608464,0.516084638,0.017202821,35.18,-4.14,"G4048","G",27168,556,968.189189189189,5.41392286224649,"forest",5.41392286224649
"464","G4049",35.12,-4.47,"Morocco:El Jebha",40,"2500","15","2014-12-09","shrubland: temperate shrubland biome","","","3.357044414","2.54569314","5.491483871",6245,1375,6.43714972,1.441152922,0.03202562,0.208166533,0.01601281,35.12,-4.47,"G4049","G",25329,639,1115.43650793651,5.73193298622804,"shrubland",5.73193298622804
"465","G4050",35.28,-5,"Morocco:Assoul Steha",40,"2500","100","2014-12-10","forest: temperate broadleaf forest biome","","","2.733700316","2.21555505","125.1545811",4264,1215,3.986866792,1.75891182,0.539399625,0.281425891,0.023452158,35.28,-5,"G4050","G",26395,650,1082.61194029851,5.78928197364696,"broadleaf",5.78928197364696
"466","G4051",35.12,-5,"Morocco:Douar Tala Atia",40,"2500","25","2014-12-10","forest: mediterranean forest biome","","","0.393861813","5.807179527","5.753583441",4379,934,5.160995661,0.616579128,0.159853848,0.159853848,1.735556063,35.12,-5,"G4051","G",27360,558,882.762295081967,5.4980279656074,"forest",5.4980279656074
"467","G4052",35.16,-5.23,"Morocco:Chefchaouen",40,"2500","100","2014-12-11","forest: temperate coniferous forest biome","","","-0.968344917","10.75704973","49.88333862",11900,1672,0.084033613,2.117647059,0.025210084,0.042016807,0,35.16,-5.23,"G4052","G",26915,496,1078.46753246753,5.00581742686123,"coniferous",5.00581742686123
"468","G4053",40.68,39.66,"Turkey:Trabzon province:Sümela Monastiri",40,"2500","100","2015-03-21","forest: temperate coniferous forest biome","","","-0.891013779","8.732813147","22.30068932",7678,1734,0.507944777,2.175045585,0.0520969,0.390726752,0.182339151,40.68,39.66,"G4053","G",29961,611,1499.39784946237,5.11115411313286,"coniferous",5.11115411313286
"469","G4057",40.51,39.42,"Turkey:Gümüshane province:Haciemin",40,"2500","2","2015-03-21","forest: temperate broadleaf forest biome","","","5.730959961","3.231687425","40.13405132",10552,1625,0.36959818,5.40181956,0.094768764,0.123199393,0,40.51,39.42,"G4057","G",30060,552,980.119266055046,5.32545352289328,"broadleaf",5.32545352289328
"470","G4058",40.24,39.45,"Turkey:Gümüshane province:Kelkit",40,"2500","100","2015-03-21","shrubland: temperate shrubland biome","","","-0.949262774","4.774254554","27.00163862",4849,1144,0.020622809,4.207053001,0.391833368,0.061868426,0,40.24,39.45,"G4058","G",29549,604,983.390243902439,5.64217247962139,"shrubland",5.64217247962139
"471","G4059",40.32,40.23,"Turkey:Bayburt province:Degrimencik",40,"2500","100","2015-03-22","forest: temperate broadleaf forest biome","","","3.37958084","1.891845424","26.3088999",5706,1483,0.157728707,0.771118121,0.227830354,0.017525412,0,40.32,40.23,"G4059","G",25466,619,1417.52380952381,5.20405662411933,"broadleaf",5.20405662411933
"472","G4062",40.44,40.82,"Turkey:Erzurum province:Pazaryolu",40,"2500","100","2015-03-22","forest: temperate broadleaf forest biome","","","1.916684168","2.293963596","39.03214908",6763,1511,0.990684607,2.676327074,0.39923111,0.029572675,0,40.44,40.82,"G4062","G",28093,570,1044.58407079646,4.79510460318736,"broadleaf",4.79510460318736
"473","G4063",40.68,41.35,"Turkey:Erzurum province:Karakale",40,"2500","100","2015-03-22","forest: temperate broadleaf forest biome","","","-1.941717473","8.347798508","51.86228424",11114,3080,7.063163577,1.47561634,0.287925139,0.242936836,0.134964909,40.68,41.35,"G4063","G",28176,738,2063.27184466019,5.62017945272456,"broadleaf",5.62017945272456
"474","G4064",41.23,41.82,"Turkey:Artvin province:Sünbüllü",40,"2500","100","2015-03-23","forest: temperate broadleaf forest biome","","","0.220949829","3.827838338","3.525763572",9780,1679,0.112474438,9.192229039,0.09202454,1.196319018,1.155419223,41.23,41.82,"G4064","G",30187,615,1220.2,5.62792407295862,"broadleaf",5.62792407295862
"475","G4066",41.37,41.62,"Turkey:Artvin province:Demirciler",40,"2500","100","2015-03-23","forest: temperate broadleaf forest biome","","","-0.473098171","9.439963363","19.93901674",6689,1899,0.209298849,3.976678128,0.119599342,0.358798027,0.074749589,41.37,41.62,"G4066","G",28466,767,1482.44827586207,6.0389856266592,"broadleaf",6.0389856266592
"476","G4067",40.84,40.49,"Turkey:Trabzon province:Soguksu",40,"2500","100","2015-03-23","forest: temperate broadleaf forest biome","","","-1.523911305","7.379975635","18.98752128",5718,1460,0.36726128,4.004896817,0.06995453,0.209863589,2.640783491,40.84,40.49,"G4067","G",25970,625,1072.99253731343,5.60649477141262,"broadleaf",5.60649477141262
"477","G4068",40.83,39.7,"Turkey:Trabzon province:Kozluca",20,"1250","100","2015-03-25","forest: temperate broadleaf forest biome","","","0.403659585","5.432286438","80.71316942",3875,1303,0.103225806,7.35483871,0.15483871,0.180645161,0.051612903,40.83,39.7,"G4068","G",28884,689,1201.53378378378,5.78743739735459,"broadleaf",5.78743739735459
"478","G4069",40.87,39.52,"Turkey:Trabzon province:Akpinar",40,"2500","100","2015-03-26","forest: temperate broadleaf forest biome","","","2.055438801","7.322406508","2.12322027",8356,1827,0.179511728,10.55528961,0.179511728,1.364289134,0.035902346,40.87,39.52,"G4069","G",28885,680,1323.1679389313,5.62038482512351,"broadleaf",5.62038482512351
"479","G4072",41.02,39.5,"Turkey:Trabzon province:Meseli",40,"2500","100","2015-03-26","forest: temperate coniferous forest biome","","","-0.287548813","5.630729464","12.98878596",4745,1079,4.826132771,2.48682824,0.948366702,0.547945205,3.20337197,41.02,39.5,"G4072","G",29928,496,877.642857142857,4.87272088875354,"coniferous",4.87272088875354
"480","G4073",41.02,39.5,"Turkey:Trabzon province:Meseli",40,"2500","100","2015-03-26","forest: temperate broadleaf forest biome","","","2.030502159","8.671344444","82.53010859",2535,940,0.394477318,10.37475345,0.473372781,0.433925049,0.039447732,41.02,39.5,"G4073","G",29928,607,853.093167701863,5.52434401123952,"broadleaf",5.52434401123952
"481","G4078",57.73,27.22,"Estonia:Vana-Saaluse",40,"2500","100","2015-04-18","forest: temperate broadleaf forest biome","","","2.076343732","0.932661047","13.77829352",2086,735,0.287631831,10.16299137,0.143815916,0.191754554,0.479386385,57.73,27.22,"G4078","G",28923,532,682.828125,5.63832013580332,"broadleaf",5.63832013580332
"482","G4080",57.59,27.06,"Estonia:Naapka",40,"2500","100","2015-04-18","forest: temperate broadleaf forest biome","","","1.654923378","5.824761036","16.12606635",2790,797,1.827956989,6.845878136,0.143369176,0.286738351,1.756272401,57.59,27.06,"G4080","G",26402,532,807.678571428571,5.46426405154191,"broadleaf",5.46426405154191
"483","G4081",57.61,26.97,"Estonia:Väike-Palkna",40,"2500","100","2015-04-18","forest: temperate broadleaf forest biome","","","-3.147982236","6.672192979","12.1173516",2434,557,0.123253903,7.230895645,0.041084634,0.205423172,2.588331964,57.61,26.97,"G4081","G",28947,380,473.382978723404,4.96924955024151,"broadleaf",4.96924955024151
"484","G4082",57.71,27.07,"Estonia:Vaskna",40,"2500","100","2015-04-18","forest: temperate broadleaf forest biome","","","-0.370113339","2.636947506","3.152565217",2467,678,0.121605188,5.59383867,0,0.162140251,0.28374544,57.71,27.07,"G4082","G",25094,481,667.540540540541,5.39979368301603,"broadleaf",5.39979368301603
"485","G4084",58.21,27.47,"Estonia:Haavassaar",40,"2500","100","2015-04-19","forest: temperate broadleaf forest biome","","","4.913140078","8.763764436","30.60243728",2106,733,0.094966762,12.44064577,0.142450142,0.332383666,0.047483381,58.21,27.47,"G4084","G",25295,542,751.173228346457,5.53009948204099,"broadleaf",5.53009948204099
"486","G4090",58.43,26.99,"Estonia:Pähklisaar",40,"2500","100","2015-04-28","forest: temperate broadleaf forest biome","","","-0.50449768","2.837177424","5.674280608",3225,622,0.837209302,4.589147287,0.062015504,0.217054264,2.015503876,58.43,26.99,"G4090","G",29228,396,590.161764705882,5.13399551218945,"broadleaf",5.13399551218945
"487","G4092",58.65,26.62,"Estonia:Ehavere",40,"2500","100","2015-04-30","forest: temperate broadleaf forest biome","","","1.114407266","6.898812532","4.933827362",2607,687,0.153433065,9.627924818,0.076716532,0.191791331,2.493287303,58.65,26.62,"G4092","G",28503,496,769.387096774194,5.37432574069717,"broadleaf",5.37432574069717
"488","G4103",57.61,26.26,"Estonia:Parnigu",40,"2500","100","2015-05-01","woodland: woodland: temperate woodland biome","","","1.387649671","4.090798298","10.99575597",2178,684,2.157943067,24.70156107,0.091827365,1.469237833,0.045913682,57.61,26.26,"G4103","G",29298,494,642.05,5.46197040981663,"forest",5.46197040981663
"489","G4107",59.41,27.97,"Estonia:Puhkova",40,"2500","100","2015-05-04","forest: temperate broadleaf forest biome","","","3.963695922","5.229248269","219.9683669",3079,446,0.032478077,3.117895421,0.162390386,0,0,59.41,27.97,"G4107","G",29806,289,431.875,4.33810972678349,"broadleaf",4.33810972678349
"490","G4110",59.39,27.88,"Estonia:Pimestiku",40,"2500","100","2015-05-04","forest: temperate broadleaf forest biome","","contamination_risk","3.584150208","7.71214372","420.6451538",2059,749,0.097134531,7.819329772,1.311316173,0.728508985,0,59.39,27.88,"G4110","G",23214,561,770.007936507937,5.69467889593604,"broadleaf",5.69467889593604
"491","G4115",58.56,23.27,"Estonia:Pädaste",40,"2500","100","2015-05-07","forest: temperate broadleaf forest biome","","molds_above_5SD_median","2.114667998","6.972306682","15.20248062",2714,408,78.44509948,0.257921887,0.147383935,0.184229919,0.736919676,58.56,23.27,"G4115","G",29929,287,462.918032786885,3.314884906818,"broadleaf",3.314884906818
"492","G4118",58.57,23.23,"Estonia:Suuremõisa park",40,"2500","100","2015-05-07","forest: temperate broadleaf forest biome","","","3.215709072","4.735636857","5.733092133",2243,656,1.604993313,2.674988854,0,0.044583148,0.757913509,58.57,23.23,"G4118","G",29821,475,640.242718446602,5.47479964435288,"broadleaf",5.47479964435288
"493","G4122",58.6,23.1,"Estonia:Koguva",40,"2500","100","2015-05-08","forest: temperate broadleaf forest biome","","","2.808684705","10.96318089","21.09232506",3300,690,0.484848485,4.666666667,0.03030303,0.060606061,0.575757576,58.6,23.1,"G4122","G",27529,420,632.333333333333,4.71526283476173,"broadleaf",4.71526283476173
"494","G4124",58.59,23.29,"Estonia:Mäla",40,"2500","100","2015-05-08","forest: temperate broadleaf forest biome","","","1.964270315","10.91611824","13.92156791",2594,562,0.616808019,1.079414032,0.154202005,0.231303007,0.886661527,58.59,23.29,"G4124","G",27179,389,514.034482758621,5.0894482761144,"broadleaf",5.0894482761144
"495","G4126",58.59,23.18,"Estonia:Linnuse",40,"2500","100","2015-05-08","forest: temperate coniferous forest biome","","","1.921126664","3.000860239","2.759531433",2412,557,0.290215589,4.021558872,0.04145937,0.165837479,0,58.59,23.18,"G4126","G",29331,390,531.80487804878,4.99598368010534,"coniferous",4.99598368010534
"496","G4133",58.36,22.83,"Estonia:Vanalöve",40,"2500","100","2015-05-10","forest: temperate broadleaf forest biome","","","1.409013002","8.506407605","9.787185675",2704,558,0.813609467,4.068047337,0.184911243,0.073964497,0.036982249,58.36,22.83,"G4133","G",26720,375,492.454545454545,4.63083250608953,"broadleaf",4.63083250608953
