"","plot","latitude","longitude","area","subsamples","area_m2","Last_fire_y_ago","collection_date","biome","nativeness","warning","delta15N","N_conc_g_kg","P_conc_mg_kg","abund","richness","mold_Eurotiales_Abundance","mold_Mortierellales_Abundance","mold_Mucorales_Abundance","mold_Trichoderma_Abundance","mold_Umbelopsidales_Abundance","lat","lon","sample_name","study_id","raster_value","adiv_richness_new","adiv_chao1_new","adiv_shannon_new","subtype","value"
"1349","S1159",55.04,12.26,"Denmark:Møn",40,"2500","100","2019-08-26","forest: temperate broadleaf forest biome","","","-0.981865037","18.51864116","69.36634508",5689,587,0.949200211,15.62664792,0.896466866,2.039022675,2.566356126,55.04,12.26,"S1159","S",26898,380,486.139240506329,5.15667643917877,"broadleaf",5.15667643917877
"1350","S116",57.01,-2.85,"Scotland:Glen Tanar",20,"2500","100","2012-08-15","forest: temperate coniferous forest biome","","","-0.186004997","14.07123494","67.88916055",5439,601,2.353373782,24.71042471,0.643500644,0,0.330943188,57.01,-2.85,"S116","S",25727,324,514.103448275862,4.68153368030605,"coniferous",4.68153368030605
"1351","S1160",51.58,10.09,"Germany:Göttingen",40,"2500","100","2019-08-29","forest: temperate coniferous forest biome","","","-4.014562232","5.956529429","14.26781904",9660,1148,0.476190476,5.755693582,0.66252588,0.103519669,2.163561077,51.58,10.09,"S1160","S",27384,464,754.214285714286,4.60455278358993,"coniferous",4.60455278358993
"1352","S1161",42.08,12.09,"Italy:Manziano",40,"2500","100","2019-09-11","forest: mediterranean forest biome","","","-0.496505481","10.15953751","126.0474871",12386,717,0.048441789,25.2058776,0.226061683,1.27563378,2.736961085,42.08,12.09,"S1161","S",28922,306,486,4.29570814038367,"forest",4.29570814038367
"1353","S1162",65.25,21.59,"Sweden:Piteå",40,"2500","100","2019-08-11","forest: subpolar coniferous forest biome","","","-0.824517474","16.54510487","77.28712788",3759,380,10.88055334,6.038840117,0.239425379,1.356743815,20.40436286,65.25,21.59,"S1162","S",26000,286,345.918032786885,4.67974479127526,"coniferous",4.67974479127526
"1354","S1163",48.41,11.7,"Germany:Freising",40,"2500","100","2019-09-03","forest: temperate coniferous forest biome","","","-3.906880514","7.572857784","22.86808081",10002,1007,0.089982004,32.12357528,1.439712058,0.109978004,2.089582084,48.41,11.7,"S1163","S",27427,413,812.241935483871,4.70092993510758,"coniferous",4.70092993510758
"1355","S1164",42.11,12.1,"Italy:Manziano",40,"2500","100","2019-09-11","forest: mediterranean forest biome","","","0.392269108","8.920841159","7.388568618",19032,768,0.010508617,5.427700715,0.204918033,0.246952501,4.497688104,42.11,12.1,"S1164","S",24717,266,468.708333333333,3.12668398236641,"forest",3.12668398236641
"1356","S1165",43.08,11.2,"Italy:Belagaio",40,"2500","100","2019-09-09","forest: mediterranean forest biome","","","-0.865727124","4.336883817","9.294919355",26375,1983,0.769668246,3.393364929,0.068246445,0.265402844,1.797156398,43.08,11.2,"S1165","S",29491,514,1016.32142857143,5.23744995712517,"forest",5.23744995712517
"1357","S1166",53.18,13.82,"Germany:Schorfheide-Chorin",40,"2500","100","2019-08-27","forest: temperate broadleaf forest biome","","","-0.615727325","1.607775339","28.5424111",5484,964,0.03646973,10.79504012,1.130561634,0.14587892,1.36761488,53.18,13.82,"S1166","S",28721,501,769.311320754717,5.31976031453984,"broadleaf",5.31976031453984
"1358","S1168",50.01,11.87,"Germany:Göttingen",40,"2500","100","2019-08-31","forest: temperate coniferous forest biome","","","-1.130892321","14.36368195","27.37829268",7035,972,0.213219616,8.130774698,1.307746979,0.412224591,0.52594172,50.01,11.87,"S1168","S",26951,482,834.928571428571,5.26713231127843,"coniferous",5.26713231127843
"1359","S1169",50,11.85,"Germany:Fichtelberg",40,"2500","100","2019-08-31","forest: temperate coniferous forest biome","","","1.559897928","12.73802038","12.99857034",7143,434,0.2099958,1.567968641,0.15399692,0.05599888,1.049979,50,11.85,"S1169","S",29845,187,331.030303030303,2.73391206266244,"coniferous",2.73391206266244
"1360","S117",57.21,-3.62,"Scotland:Abernethy forest",40,"2500","100","2012-08-15","forest: temperate coniferous forest biome","","","1.094932979","12.70358106","43.92306918",6964,751,3.331418725,21.72601953,0.531303848,0.086157381,3.604250431,57.21,-3.62,"S117","S",28465,362,581.380281690141,4.7336802685695,"coniferous",4.7336802685695
"1361","S1170",57.15,14.77,"Sweden:Asa",40,"2500","100","2019-08-19","forest: temperate coniferous forest biome","","","-0.476333003","16.51729365","68.72146789",8504,1363,0.529162747,2.328316087,0.717309501,0.376293509,4.550799624,57.15,14.77,"S1170","S",27342,540,1045.01111111111,5.45628660840241,"coniferous",5.45628660840241
"1362","S1171",59.83,17.62,"Sweden:Uppsala",40,"2500","100","2019-08-17","forest: temperate coniferous forest biome","","","-0.771316773","10.41024178","27.36",7484,1064,0.721539284,17.23677178,0.908605024,0.614644575,3.233564939,59.83,17.62,"S1171","S",28203,511,871.358695652174,5.33843201433527,"coniferous",5.33843201433527
"1363","S1172",62.46,17.48,"Sweden:Sundsvall",40,"2500","100","2019-08-14","forest: temperate broadleaf forest biome","","","-0.429198799","8.065663765","44.9158998",8086,1389,0.779124413,5.985654217,0.309176354,0,0.2968093,62.46,17.48,"S1172","S",25615,546,1224.18292682927,5.25175164197551,"broadleaf",5.25175164197551
"1364","S1173",66.61,26.02,"Finland:Rovaniemi",40,"2500","100","2019-08-09","forest: temperate broadleaf forest biome","","","-0.829782784","11.73426265","100.4924493",5486,961,0.20051039,4.830477579,0.437477215,0.255195042,2.570178637,66.61,26.02,"S1173","S",27973,511,847.494845360825,5.21293558177256,"broadleaf",5.21293558177256
"1365","S1174",64.24,19.77,"Sweden:Vindeln",40,"2500","100","2019-08-13","forest: subpolar coniferous forest biome","","","3.085383369","4.364436056","70.9708825",8434,902,1.956367086,6.556793929,4.327721129,0.308276026,23.64239981,64.24,19.77,"S1174","S",28390,402,644.635135135135,4.89445379158088,"coniferous",4.89445379158088
"1366","S1175",60.89,14.38,"Sweden:Siljanfors",40,"2500","100","2019-08-15","forest: subpolar coniferous forest biome","","","1.299254843","11.340852","40.36485196",9872,1357,1.71191248,10.04862237,0.516612642,0.182333874,1.732171799,60.89,14.38,"S1175","S",29763,549,885.878504672897,5.56227796431966,"coniferous",5.56227796431966
"1367","S1176",53.2,13.87,"Germany:Schorfheide-Chorin",40,"2500","100","2019-08-27","forest: temperate coniferous forest biome","","","-1.697011896","2.657723232","26.64206659",9460,904,0.391120507,3.604651163,0.454545455,0.042283298,1.257928118,53.2,13.87,"S1176","S",22479,385,686.642857142857,4.33363473543604,"coniferous",4.33363473543604
"1368","S1177",64.25,19.77,"Sweden:Vindeln",40,"2500","100","2019-08-12","forest: subpolar coniferous forest biome","","","0.174306363","12.23679568","149.0128326",3200,87,0.0625,0.21875,0,0,2.28125,64.25,19.77,"S1177","S",26956,62,74.75,1.81119195063346,"coniferous",1.81119195063346
"1369","S1178",53.17,13.84,"Germany:Schorfheide-Chorin",40,"2500","100","2019-08-27","forest: temperate coniferous forest biome","","","-4.202985069","3.536373669","24.10291055",7436,889,2.945131791,7.194728349,0.470683163,1.412049489,3.563743948,53.17,13.84,"S1178","S",29679,446,765.635135135135,5.13675573786638,"coniferous",5.13675573786638
"1370","S1179",51.43,10.02,"Germany:Göttingen",40,"2500","100","2019-08-29","forest: temperate broadleaf forest biome","","","-0.103077631","1.810068182","51.675",5578,935,0.035855145,6.382215848,1.111509502,0,0.035855145,51.43,10.02,"S1179","S",27020,495,797.563829787234,5.37955033130815,"broadleaf",5.37955033130815
"1371","S118",57.26,-4.98,"Scotland:Glen Affric",40,"2500","100","2012-07-16","forest: temperate coniferous forest biome","","molds_above_5SD_median","1.591048259","11.05220322","146.1483667",3342,696,70.52663076,0.209455416,0,0.149611011,0.209455416,57.26,-4.98,"S118","S",27248,401,649.10989010989,4.27886068614905,"coniferous",4.27886068614905
"1372","S1180",69.46,30.04,"Norway:Svanhovd",40,"2500","100","2019-08-07","forest: subpolar coniferous forest biome","","","1.199206359","21.64746911","55.43232574",9520,1467,0.556722689,13.61344538,0.661764706,0.346638655,11.2394958,69.46,30.04,"S1180","S",28777,581,978.294117647059,5.40734965526693,"coniferous",5.40734965526693
"1373","S1181",51.46,9.99,"Germany:Göttingen",40,"2500","100","2019-08-29","forest: temperate broadleaf forest biome","","","-0.669785764","4.670545551","53.14863347",12085,1664,0.066197766,13.91808026,0.248241622,0.471659082,0.6785271,51.46,9.99,"S1181","S",28557,579,1092.51401869159,5.30484348803629,"broadleaf",5.30484348803629
"1374","S1182",48.41,11.69,"Germany:Freising",40,"2500","100","2019-09-02","forest: temperate broadleaf forest biome","","","0.766359034","6.586745015","37.17667638",10458,1114,0.019124116,33.13253012,0.745840505,7.362784471,0.621533754,48.41,11.69,"S1182","S",28675,407,744.513513513514,4.55623277777394,"broadleaf",4.55623277777394
"1375","S1183",46.41,11.5,"Italy:Aldino",40,"2500","100","2019-09-05","forest: temperate coniferous forest biome","","","-1.454221295","19.13973397","72.21846074",12104,1250,0.057832122,5.370125578,0.074355585,0.057832122,0.033046927,46.41,11.5,"S1183","S",27333,437,884.123287671233,4.74654713154498,"coniferous",4.74654713154498
"1376","S1184",46.37,11.36,"Italy:Aldino",40,"2500","100","2019-09-05","forest: temperate coniferous forest biome","","","-1.360660444","12.31046491","44.88823713",11447,1269,0.200926007,5.442474011,0.218397833,0.10483096,3.197344282,46.37,11.36,"S1184","S",29217,443,931.957746478873,4.45476060472656,"coniferous",4.45476060472656
"1377","S1187",69.42,86.5,"Russia:Krasnoyarsk:Dudinka",40,"2500","100","2019-08-10","forest: subpolar coniferous forest biome","","","1.004309857","9.28237056","5.686201153",8917,1072,0.11214534,4.743747897,0.044858136,0.044858136,0.560726702,69.42,86.5,"S1187","S",29396,470,867.337837837838,5.26741615350809,"coniferous",5.26741615350809
"1378","S1188",56.46,33.05,"Russia:Tver:Tsentral’no Lesnoy State Reserve",40,"2500","100","2019-08-20","forest: temperate coniferous forest biome","","","2.152559295","2.107144454","11.04305673",7707,1052,0.726612171,22.20059686,0.129752173,0.58388478,1.80355521,56.46,33.05,"S1188","S",24300,466,802.279069767442,5.15519148903659,"coniferous",5.15519148903659
"1379","S1189",8.64,-83.72,"Costa Rica:San Pedrillo",40,"2500","100","2016-12-12","forest: tropical broadleaf forest biome","","","2.321254279","7.466633209","0.380745763",3664,1194,0.354803493,6.795851528,0.054585153,0.76419214,0,8.64,-83.72,"S1189","S",25948,738,1149.23493975904,6.09207206274755,"broadleaf",6.09207206274755
"1380","S119",56.68,-4.33,"Scotland:Black wood of Rannoch",40,"2500","100","2012-08-15","forest: temperate coniferous forest biome","","","-0.4953073","12.93838628","26.25829505",4262,692,2.674800563,31.32332238,0.140778977,0.16424214,2.932895354,56.68,-4.33,"S119","S",19665,389,620.88,4.79111393427129,"coniferous",4.79111393427129
"1381","S1190",10.5,-84.69,"Costa Rica:La Palma",40,"2500","100","2016-12-07","forest: tropical broadleaf forest biome","","","2.916648118","2.719954253","0.742705667",8500,880,0.023529412,2.929411765,4.435294118,5.294117647,0,10.5,-84.69,"S1190","S",27724,474,696.645161290323,5.24074639028453,"broadleaf",5.24074639028453
"1382","S1193",53.85,127.36,"Russia:Amur region:Zeya District",40,"2500","100","2019-07-31","forest: temperate broadleaf forest biome","","","1.229560726","5.746902366","95.38043738",4409,1015,0.09072352,4.604218644,0.43093672,0.31753232,1.428895441,53.85,127.36,"S1193","S",20081,518,825.221238938053,5.2364998478958,"broadleaf",5.2364998478958
"1383","S1194",53.87,127.36,"Russia:Amur region:Zeya District",40,"2500","100","2019-08-04","forest: temperate coniferous forest biome","","","1.274898597","14.34453627","103.1636995",4290,1070,0.396270396,4.312354312,1.142191142,0.512820513,5.641025641,53.87,127.36,"S1194","S",27435,591,1013.78861788618,5.40292705113604,"coniferous",5.40292705113604
"1384","S1196",54.12,126.93,"Russia:Amur region:Zeya District",40,"2500","100","2019-08-06","forest: temperate coniferous forest biome","","","-0.179320781","17.1154736","39.36458427",4682,626,0.811618966,10.29474584,0.149508757,9.3763349,0.619393422,54.12,126.93,"S1196","S",26433,302,518.44262295082,3.8012737522287,"coniferous",3.8012737522287
"1385","S1197",54.11,126.92,"Russia:Amur region:Zeya District",40,"2500","100","2019-08-06","forest: temperate coniferous forest biome","","","0.562203431","3.140112694","10.59463834",4012,1236,0.024925224,4.386839482,0.648055833,0.049850449,0.049850449,54.11,126.92,"S1197","S",23616,646,1016.45454545455,5.78750203615614,"coniferous",5.78750203615614
"1386","S1198",54.37,125.66,"Russia:Amur region:Tynda District",40,"2500","100","2019-07-16","forest: temperate coniferous forest biome","","","0.942979661","5.518298788","149.6962002",5155,997,0.7371484,9.641125121,1.66828322,0.426770126,6.265761397,54.37,125.66,"S1198","S",28031,506,936.663043478261,5.25700518944871,"coniferous",5.25700518944871
"1387","S120",57.01,-3.47,"Scotland:Braemar",40,"2500","100","2012-08-15","forest: temperate coniferous forest biome","","","0.897354866","10.86749044","27.55753827",9629,1342,1.225464742,27.08484786,0.114238239,0.270017655,1.786270641,57.01,-3.47,"S120","S",27196,509,1091.04054054054,5.19447910081913,"coniferous",5.19447910081913
"1388","S1201",60.87,-135.34,"Canada:Whitehorse",40,"2500","100","2019-07-20","forest: temperate broadleaf forest biome","","","1.225896282","6.667290128","243.4911431",6928,1137,29.51789838,1.847575058,0.331986143,0.259815242,3.911662818,60.87,-135.34,"S1201","S",28832,473,884.529411764706,4.61799529852579,"broadleaf",4.61799529852579
"1389","S1202",60.86,-135.34,"Canada:Whitehorse",40,"2500","100","2019-07-20","forest: subpolar coniferous forest biome","","","2.981975881","1.036427104","108.0805572",5858,877,4.438374872,2.645954251,0.06828269,0,2.782519631,60.86,-135.34,"S1202","S",27470,419,679.012195121951,4.90903462360693,"coniferous",4.90903462360693
"1390","S1203",60.53,-134.35,"Canada:Marsh Lake",40,"2500","100","2019-07-21","forest: subpolar coniferous forest biome","","","0.455069267","14.33165868","116.2018512",4898,1069,0.122498979,0.755410372,0.020416497,0.040832993,0,60.53,-134.35,"S1203","S",29319,512,1118.20547945205,5.27287000936869,"coniferous",5.27287000936869
"1391","S1204",63.96,-138.68,"Canada:Glenboyle",40,"2500","100","2019-07-23","forest: subpolar coniferous forest biome","","","-0.685812596","6.454933303","37.13298929",6116,1038,0.245258339,0.506867233,0.098103336,0.098103336,0.277959451,63.96,-138.68,"S1204","S",27276,472,823.694736842105,4.85499384937663,"coniferous",4.85499384937663
"1392","S1205",45.57,-63.53,"Canada:Hart Lake",40,"2500","100","2019-11-08","forest: temperate broadleaf forest biome","","","2.414991684","11.76540344","48.5452",5360,1008,0.578358209,6.679104478,0.167910448,1.51119403,0.167910448,45.57,-63.53,"S1205","S",27036,496,901.329411764706,5.29804777469244,"broadleaf",5.29804777469244
"1393","S1206",45.47,-63.39,"Canada:Staples Brook",40,"2500","100","2019-11-08","forest: temperate coniferous forest biome","","","-1.97603795","15.30625253","90.70968716",7463,1048,0.562776363,1.20594935,0.187592121,0.187592121,0.160793247,45.47,-63.39,"S1206","S",28902,418,773.833333333333,4.39365901318723,"coniferous",4.39365901318723
"1394","S1207",45.39,-63.43,"Canada:Macelmons Pond",40,"2500","100","2019-11-08","forest: temperate coniferous forest biome","","","-3.339846147","15.17056199","95.53816631",6431,949,0.528689162,1.586067486,0.217695537,0.544238843,0.233245218,45.39,-63.43,"S1207","S",27501,408,764.8,4.46435906484708,"coniferous",4.46435906484708
"1395","S1208",6.15,-0.92,"Ghana:Nkwantanang",40,"80000","100","2019-11-08","woodland: tropical woodland biome","","molds_above_5SD_median","4.719069637","3.479103886","12.32784936",5559,1157,2.896204353,40.29501709,1.169275049,1.061341968,0,6.15,-0.92,"S1208","S",23510,517,835.206611570248,4.5099720424886,"forest",4.5099720424886
"1396","S1209",30.83,90.08,"China:Nam Co",40,"2500","100","2019-09-12","grassland: montane grassland biome","","","1.036779447","1.810717334","6.782334802",2912,299,0,0.206043956,0.034340659,0,0,30.83,90.08,"S1209","S",25374,212,297.153846153846,3.98401885727156,"grassland",3.98401885727156
"1397","S121",50.14,8.27,"Germany:Taunus",40,"2500","100","2012-08-21","forest: temperate broadleaf forest biome","","","-0.764508613","5.45784132","6.290207291",6367,823,0.015705984,15.0934506,0.204177792,0.15705984,1.256478718,50.14,8.27,"S121","S",27574,384,733.46875,4.51754888005519,"broadleaf",4.51754888005519
"1398","S1210",30.83,91.05,"China:Nam Co",40,"2500","100","2019-09-12","grassland: montane grassland biome","","","1.407443476","1.304480275","5.195866543",2442,322,0,0.40950041,0,0,0.081900082,30.83,91.05,"S1210","S",28372,234,288.052631578947,4.00822568455299,"grassland",4.00822568455299
"1399","S1212",30.83,91.36,"China:Nam Co",40,"2500","100","2019-09-15","grassland: montane grassland biome","","","2.33067259","12.64628396","14.672",6416,998,0,5.2680798,0.545511222,0,0,30.83,91.36,"S1212","S",30066,501,738.735849056604,5.26519153127481,"grassland",5.26519153127481
"1400","S1213",30.83,91.33,"China:Nam Co",40,"2500","100","2019-09-15","grassland: montane grassland biome","","","-1.151864706","7.757523109","20.61325128",8720,886,0.01146789,3.979357798,0.01146789,0.160550459,0.01146789,30.83,91.33,"S1213","S",29492,398,601.924050632911,4.84192051368067,"grassland",4.84192051368067
"1401","S1215",30.69,91,"China:Nam Co",40,"2500","100","2019-09-17","grassland: montane grassland biome","","","-0.985620977","8.762767375","22.10962963",10191,929,0.00981258,2.669021686,0,0.078500638,0,30.69,91,"S1215","S",29382,411,752.470588235294,4.63066901820115,"grassland",4.63066901820115
"1402","S1216",30.67,90.99,"China:Nam Co",40,"2500","100","2019-09-17","grassland: montane grassland biome","","","0.557058782","9.913868944","33.11656325",6610,745,0.015128593,2.329803328,0,0.15128593,0,30.67,90.99,"S1216","S",29763,365,547.837837837838,4.44512347868011,"grassland",4.44512347868011
